id,text,entities,relations,Comments
3714,Collection,[],[],[]
3715,"After moving through the network and identifying assets to target, the next step would be to gather key data.",[],[],[]
3716,"At the collection phase, Carbanak and FIN7 campaigns harvest data from local system sources and through input and screen capture (as performed in a related campaign using the Tirion malware).","[{'id': 49515, 'label': 'attack-pattern', 'start_offset': 53, 'end_offset': 91}
 {'id': 49516, 'label': 'attack-pattern', 'start_offset': 114, 'end_offset': 128}
 {'id': 49512, 'label': 'threat-actor', 'start_offset': 25, 'end_offset': 33}
 {'id': 49513, 'label': 'threat-actor', 'start_offset': 38, 'end_offset': 42}
 {'id': 49514, 'label': 'malware', 'start_offset': 175, 'end_offset': 189}]","[{'id': 814, 'from_id': 49512, 'to_id': 49513, 'type': 'related-to'}
 {'id': 815, 'from_id': 49512, 'to_id': 49515, 'type': 'uses'}
 {'id': 816, 'from_id': 49512, 'to_id': 49516, 'type': 'uses'}]",[]
3717,FIN7 attacks can stage collected data in a particular location in preparation for exfiltration.,"[{'id': 49517, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 4}]",[],[]
3718,Command and Control,[],[],[]
3719,"In both Carbanak and FIN7 attacks, communication with users’ compromised systems is done through bypassing firewalls or network detection systems via commonly used ports, using connection proxies to avoid direct connections to the threat group’s infrastructure, employing the command-and-control channel to remotely copy files from an external system, blending in with existing network traffic by using standard application layer protocol, and taking advantage of standard cryptographic protocol to disguise command-and-control traffic.","[{'id': 49518, 'label': 'threat-actor', 'start_offset': 8, 'end_offset': 16}
 {'id': 49519, 'label': 'threat-actor', 'start_offset': 21, 'end_offset': 25}
 {'id': 49520, 'label': 'attack-pattern', 'start_offset': 97, 'end_offset': 116}
 {'id': 49521, 'label': 'attack-pattern', 'start_offset': 171, 'end_offset': 195}
 {'id': 49522, 'label': 'attack-pattern', 'start_offset': 352, 'end_offset': 393}]","[{'id': 817, 'from_id': 49518, 'to_id': 49519, 'type': 'related-to'}
 {'id': 818, 'from_id': 49519, 'to_id': 49520, 'type': 'uses'}
 {'id': 819, 'from_id': 49519, 'to_id': 49521, 'type': 'uses'}
 {'id': 820, 'from_id': 49519, 'to_id': 49522, 'type': 'uses'}]",[]
3720,Carbanak campaigns can also use legitimate programs and remote access software for command and control.,"[{'id': 49523, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 8}]",[],[]
3721,They also employ standard non-application layer protocols for communication.,[],[],[]
3722,Exfiltration,[],[],[]
3723,"In the final phase of the attack, the groups exfiltrate the stolen data into the normal communications channel via command-and-control channels.",[],[],[]
3724,"For FIN7 attack routines, data can be compressed and/or encrypted before being exfiltrated.","[{'id': 49524, 'label': 'threat-actor', 'start_offset': 4, 'end_offset': 8}]",[],[]
3725,ATT&CK® tactics and techniques for Linux were also shared by MITRE.,"[{'id': 49525, 'label': 'identity', 'start_offset': 61, 'end_offset': 66}
 {'id': 49526, 'label': 'SOFTWARE', 'start_offset': 35, 'end_offset': 40}]",[],[]
3726,Continuous vigilance against threat groups is an important aspect of keeping up with — if not being one step ahead of — threats.,[],[],[]
3727,"Solutions such as Trend Micro Vision One™️ provide visibility, correlated detection, and behavior monitoring across multiple layers: email, endpoints, servers, cloud workloads.","[{'id': 49527, 'label': 'SOFTWARE', 'start_offset': 18, 'end_offset': 40}]",[],[]
3728,"      Tags  Endpoints | APT & Targeted Attacks | Research | Articles, News, Reports",[],[],[]
3729,This post is also available in:      日本語 (Japanese)  ,[],[],[]
3730,"On April 6, 2022, VMware published a security advisory mentioning eight vulnerabilities, including CVE-2022-22954 and CVE-2022-22960 impacting their products VMware Workspace ONE Access, Identity Manager and vRealize Automation.","[{'id': 49530, 'label': 'vulnerability', 'start_offset': 99, 'end_offset': 113}
 {'id': 49531, 'label': 'vulnerability', 'start_offset': 118, 'end_offset': 132}
 {'id': 49533, 'label': 'SOFTWARE', 'start_offset': 187, 'end_offset': 203}
 {'id': 49534, 'label': 'SOFTWARE', 'start_offset': 208, 'end_offset': 227}
 {'id': 49532, 'label': 'SOFTWARE', 'start_offset': 158, 'end_offset': 185}
 {'id': 49528, 'label': 'TIME', 'start_offset': 3, 'end_offset': 16}
 {'id': 49529, 'label': 'identity', 'start_offset': 18, 'end_offset': 24}]","[{'id': 821, 'from_id': 49532, 'to_id': 49530, 'type': 'has'}
 {'id': 822, 'from_id': 49532, 'to_id': 49531, 'type': 'has'}
 {'id': 823, 'from_id': 49533, 'to_id': 49530, 'type': 'has'}
 {'id': 824, 'from_id': 49533, 'to_id': 49531, 'type': 'has'}
 {'id': 825, 'from_id': 49534, 'to_id': 49530, 'type': 'has'}
 {'id': 826, 'from_id': 49534, 'to_id': 49531, 'type': 'has'}]",[]
3731,"On April 13, they updated their advisory with information that CVE-2022-22954 is being exploited in the wild.","[{'id': 49535, 'label': 'vulnerability', 'start_offset': 63, 'end_offset': 77}
 {'id': 49536, 'label': 'TIME', 'start_offset': 3, 'end_offset': 11}]",[],[]
3732," Multiple writeups detailing exploitation scenarios for the aforementioned two vulnerabilities were published in the last week of April, finally followed by a CISA Alert on May 18.","[{'id': 49537, 'label': 'TIME', 'start_offset': 117, 'end_offset': 135}
 {'id': 49538, 'label': 'identity', 'start_offset': 159, 'end_offset': 163}
 {'id': 49539, 'label': 'TIME', 'start_offset': 173, 'end_offset': 179}]",[],[]
3733,The CISA Alert also calls out CVE-2022-22972 and CVE-2022-22973 – published on the same day and affecting the same products – as being highly likely to be exploited.,"[{'id': 49540, 'label': 'identity', 'start_offset': 4, 'end_offset': 8}
 {'id': 49542, 'label': 'vulnerability', 'start_offset': 49, 'end_offset': 63}
 {'id': 49541, 'label': 'vulnerability', 'start_offset': 30, 'end_offset': 44}]",[],[]
3734, Unit 42 has observed numerous instances of CVE-2022-22954 being exploited in the wild.,"[{'id': 11330, 'label': 'identity', 'start_offset': 1, 'end_offset': 8}
 {'id': 49543, 'label': 'vulnerability', 'start_offset': 44, 'end_offset': 58}]",[],[]
3735,"In this blog post, we share context around this observed activity, along with how the Palo Alto Networks product suite can be leveraged to protect against it.","[{'id': 49544, 'label': 'identity', 'start_offset': 86, 'end_offset': 104}]",[],[]
3736,Timeline for VMware Vulnerabilities CVE-2022-22954 in the Wild Direct Downloads Mirai/Gafgyt Dropper Scripts or Variants Webshells Perl Shellbot Base64 Injections SSH Key Targeting CVE-2022-22960 in the Wild Conclusion Indicators of Compromise,"[{'id': 49545, 'label': 'vulnerability', 'start_offset': 13, 'end_offset': 50}
 {'id': 49546, 'label': 'malware', 'start_offset': 80, 'end_offset': 85}
 {'id': 49547, 'label': 'malware', 'start_offset': 86, 'end_offset': 100}
 {'id': 49548, 'label': 'vulnerability', 'start_offset': 181, 'end_offset': 195}]","[{'id': 827, 'from_id': 49546, 'to_id': 49547, 'type': 'related-to'}
 {'id': 828, 'from_id': 49546, 'to_id': 49545, 'type': 'exploits'}
 {'id': 829, 'from_id': 49546, 'to_id': 49548, 'type': 'exploits'}]",[]
3737, 2022-04-06:,"[{'id': 49549, 'label': 'TIME', 'start_offset': 1, 'end_offset': 11}]",[],[]
3738,"Publication of VMware advisory VMSA-2022-0011 regarding CVE-2022-22954, CVE-2022-22955,CVE-2022-22956, CVE-2022-22957, CVE-2022-22958, CVE-2022-22959, CVE-2022-22960, CVE-2022-22961.","[{'id': 49550, 'label': 'identity', 'start_offset': 15, 'end_offset': 21}
 {'id': 49551, 'label': 'vulnerability', 'start_offset': 56, 'end_offset': 70}
 {'id': 49552, 'label': 'vulnerability', 'start_offset': 72, 'end_offset': 86}
 {'id': 49553, 'label': 'vulnerability', 'start_offset': 87, 'end_offset': 101}
 {'id': 49554, 'label': 'vulnerability', 'start_offset': 103, 'end_offset': 117}
 {'id': 49555, 'label': 'vulnerability', 'start_offset': 119, 'end_offset': 133}
 {'id': 49556, 'label': 'vulnerability', 'start_offset': 135, 'end_offset': 149}
 {'id': 49557, 'label': 'vulnerability', 'start_offset': 151, 'end_offset': 165}
 {'id': 49558, 'label': 'vulnerability', 'start_offset': 167, 'end_offset': 181}]",[],[]
3739,2022-04,"[{'id': 49559, 'label': 'TIME', 'start_offset': 0, 'end_offset': 7}]",[],[]
3740,-11:,[],[],[]
3741,Proofs of concept available on GitHub.,"[{'id': 49560, 'label': 'SOFTWARE', 'start_offset': 31, 'end_offset': 37}]",[],[]
3742,This is also the earliest date at which Unit 42 observed exploitation attempts and scanning activity.  2022-04-13: VMware advisory updated with knowledge of active exploitation of CVE-2022-22954 in the wild.,"[{'id': 49562, 'label': 'TIME', 'start_offset': 103, 'end_offset': 113}
 {'id': 49563, 'label': 'identity', 'start_offset': 115, 'end_offset': 121}
 {'id': 49561, 'label': 'identity', 'start_offset': 40, 'end_offset': 47}
 {'id': 49564, 'label': 'vulnerability', 'start_offset': 180, 'end_offset': 194}]",[],[]
3743,2022-05-18:,"[{'id': 49565, 'label': 'TIME', 'start_offset': 0, 'end_offset': 10}]",[],[]
3744,"Publication of VMware advisory VMSA-2022-0014 regarding CVE-2022-22972, CVE-2022-22973.","[{'id': 49568, 'label': 'vulnerability', 'start_offset': 72, 'end_offset': 86}
 {'id': 49566, 'label': 'identity', 'start_offset': 15, 'end_offset': 21}
 {'id': 49567, 'label': 'vulnerability', 'start_offset': 56, 'end_offset': 70}]",[],[]
3745,Publication of CISA Alert.,"[{'id': 49569, 'label': 'identity', 'start_offset': 15, 'end_offset': 19}]",[],[]
3746," As of this writing, no proofs of concept for exploitation of CVE-22972 or CVE-2022-22973 are known.","[{'id': 49571, 'label': 'vulnerability', 'start_offset': 75, 'end_offset': 89}
 {'id': 49570, 'label': 'vulnerability', 'start_offset': 62, 'end_offset': 71}]",[],[]
3747,This post will be updated with new findings as they are discovered.,[],[],[]
3748," CVE-2022-22954, a remote code execution (RCE) vulnerability due to server-side template injection in VMware Workspace ONE Access and Identity Manager, is trivial to exploit with a single HTTP request to a vulnerable device.","[{'id': 49573, 'label': 'attack-pattern', 'start_offset': 19, 'end_offset': 46}
 {'id': 49574, 'label': 'attack-pattern', 'start_offset': 68, 'end_offset': 98}
 {'id': 49572, 'label': 'vulnerability', 'start_offset': 1, 'end_offset': 15}
 {'id': 49575, 'label': 'SOFTWARE', 'start_offset': 102, 'end_offset': 150}]","[{'id': 830, 'from_id': 49575, 'to_id': 49572, 'type': 'has'}
 {'id': 831, 'from_id': 49572, 'to_id': 49573, 'type': 'uses'}
 {'id': 832, 'from_id': 49572, 'to_id': 49574, 'type': 'uses'}]",[]
3749, The list below details the exploits Unit 42 observed targeting this vulnerability that we deemed worth highlighting.,"[{'id': 49576, 'label': 'identity', 'start_offset': 37, 'end_offset': 44}]",[],[]
3750,The injected commands worth mentioning that intended to further download payloads to a vulnerable machine can be categorized into the following broad categories:  We observed several instances of CVE-2022-22954 being exploited to drop variants of the Mirai malware.,"[{'id': 49577, 'label': 'vulnerability', 'start_offset': 196, 'end_offset': 210}
 {'id': 49578, 'label': 'malware', 'start_offset': 251, 'end_offset': 264}]","[{'id': 833, 'from_id': 49578, 'to_id': 49577, 'type': 'exploits'}]",[]
3751,"In most cases, the exploit was only used to drop the payload, however the payloads themself did not contain CVE-2022-22954 exploits for further propagation.","[{'id': 49579, 'label': 'vulnerability', 'start_offset': 108, 'end_offset': 122}]",[],[]
3752,"Instead, they were either non-specific Mirai variants or contained previously known exploits such as CVE-2017-17215.","[{'id': 49581, 'label': 'malware', 'start_offset': 39, 'end_offset': 44}
 {'id': 49580, 'label': 'vulnerability', 'start_offset': 101, 'end_offset': 115}]","[{'id': 834, 'from_id': 49581, 'to_id': 49580, 'type': 'exploits'}]",[]
3753," The exception to this is Enemybot, a currently prevalent botnet built with bits of code from both Gafgyt and Mirai source code.","[{'id': 49584, 'label': 'malware', 'start_offset': 110, 'end_offset': 115}
 {'id': 49582, 'label': 'malware', 'start_offset': 26, 'end_offset': 34}
 {'id': 49583, 'label': 'malware', 'start_offset': 99, 'end_offset': 105}]","[{'id': 835, 'from_id': 49582, 'to_id': 49583, 'type': 'variant-of'}
 {'id': 836, 'from_id': 49582, 'to_id': 49584, 'type': 'variant-of'}]",[]
3754,The exploits involving Enemybot eventually download Enemybot samples that themselves embed CVE-2022-22954 exploits for further exploitation and propagation.,"[{'id': 11380, 'label': 'malware', 'start_offset': 23, 'end_offset': 31}
 {'id': 49586, 'label': 'vulnerability', 'start_offset': 91, 'end_offset': 105}
 {'id': 49585, 'label': 'malware', 'start_offset': 52, 'end_offset': 60}]","[{'id': 837, 'from_id': 49585, 'to_id': 49586, 'type': 'exploits'}
 {'id': 838, 'from_id': 11380, 'to_id': 49585, 'type': 'downloads'}]",[]
3755," We observed the vulnerability exploited to download webshells, including:  Certain injected commands result in the download of obfuscated Perl scripts.","[{'id': 49588, 'label': 'attack-pattern', 'start_offset': 128, 'end_offset': 151}
 {'id': 49587, 'label': 'attack-pattern', 'start_offset': 53, 'end_offset': 62}]",[],[]
3756,Deobfuscating these scripts reveals they are versions of the known bot family “Stealth Shellbot” that reaches out to an IRC server to listen for commands to perform.,"[{'id': 49589, 'label': 'malware', 'start_offset': 79, 'end_offset': 95}]",[],[]
3757,It has the ability to further make HTTP requests based on commands received.,[],[],[]
3758,"This would mean infected machines could then be directed to further perform scanning and exploitation activity, in addition to directly executing shell commands received from the command and control (C2) server on the target machine.",[],[],[]
3759, A complete list of indicators of compromise (IoCs) can be found at the end of this post.,[],[],[]
3760, This last command downloads a shell script that ultimately downloads and executes an XMRig coinminer.,"[{'id': 49590, 'label': 'malware', 'start_offset': 86, 'end_offset': 101}]",[],[]
3761, We also observed some instances of injected payloads that were either trying to read authorized keys on vulnerable machines or were writing into the authorized_keys file to add to the machine’s list of accepted keys.,[],[],[]
3762,Following is an example of such an attempt.,[],[],[]
3763," CVE-2022-22960 is a privilege escalation vulnerability in VMware Workspace ONE Access, Identity Manager and vRealize Automation instances, due to improper permissions in support scripts.","[{'id': 49592, 'label': 'attack-pattern', 'start_offset': 21, 'end_offset': 41}
 {'id': 49593, 'label': 'SOFTWARE', 'start_offset': 59, 'end_offset': 128}
 {'id': 49591, 'label': 'vulnerability', 'start_offset': 1, 'end_offset': 15}]","[{'id': 839, 'from_id': 49591, 'to_id': 49592, 'type': 'uses'}
 {'id': 840, 'from_id': 49593, 'to_id': 49591, 'type': 'has'}]",[]
3764,The vulnerability can be leveraged to run commands as a root user on a vulnerable instance.,[],[],[]
3765," More specifically, this flaw exists since the default user for these VMware products, horizon, has access to several sudo commands, some of which involve paths that can be overwritten as well.","[{'id': 49594, 'label': 'identity', 'start_offset': 70, 'end_offset': 76}
 {'id': 49595, 'label': 'SOFTWARE', 'start_offset': 87, 'end_offset': 94}]",[],[]
3766," Attackers can, therefore, leverage CVE-2022-22954 to remotely execute commands to overwrite specific paths.","[{'id': 49598, 'label': 'attack-pattern', 'start_offset': 83, 'end_offset': 107}
 {'id': 49596, 'label': 'vulnerability', 'start_offset': 36, 'end_offset': 50}
 {'id': 49597, 'label': 'attack-pattern', 'start_offset': 54, 'end_offset': 79}]","[{'id': 842, 'from_id': 49596, 'to_id': 49597, 'type': 'uses'}
 {'id': 843, 'from_id': 49596, 'to_id': 49598, 'type': 'uses'}]",[]
3767,"If successful, CVE-2022-22960 can then be leveraged to execute these overwritten paths with root permissions using the sudo command.","[{'id': 49599, 'label': 'vulnerability', 'start_offset': 15, 'end_offset': 29}]",[],[]
3768, Our research so far has shown one publicly known sample demonstrating exploitation of CVE-2022-22960 by overwriting the /usr/local/horizon/scripts/publishCaCert.hzn file.,"[{'id': 49600, 'label': 'vulnerability', 'start_offset': 87, 'end_offset': 101}
 {'id': 49601, 'label': 'FILEPATH', 'start_offset': 121, 'end_offset': 165}]","[{'id': 841, 'from_id': 49601, 'to_id': 49600, 'type': 'related-to'}]",[]
3769, The content of this exploit file can be observed below.,[],[],[]
3770,  Another proof of concept code sample is additionally available targeting the following 2 filepaths: /opt/vmware/certproxy/bin/certproxyService.sh /usr/local/horizon/scripts/diagnostic/getPasswordExpiry.hzn  ,"[{'id': 49603, 'label': 'FILEPATH', 'start_offset': 148, 'end_offset': 207}
 {'id': 49602, 'label': 'FILEPATH', 'start_offset': 102, 'end_offset': 147}]",[],[]
3771,"Palo Alto Networks is still actively investigating a number of the aforementioned vulnerabilities, many of which do not have publicly available exploit code.","[{'id': 49604, 'label': 'identity', 'start_offset': 0, 'end_offset': 18}]",[],[]
3772,"Presently, customers may leverage the following to block or detect the threats communicated throughout this publication:",[],[],[]
3773,Palo Alto Networks Next Generation Firewall Threat Prevention blocks CVE-2022-22954 exploits with Signature 92483.,"[{'id': 49605, 'label': 'SOFTWARE', 'start_offset': 0, 'end_offset': 61}
 {'id': 49606, 'label': 'vulnerability', 'start_offset': 69, 'end_offset': 83}]",[],[]
3774," Cortex Xpanse was able to identify ~800 instances of VMware Workspace ONE Access connected to the public internet, and can be leveraged to enumerate potentially vulnerable instances within customer networks.","[{'id': 49607, 'label': 'SOFTWARE', 'start_offset': 1, 'end_offset': 14}
 {'id': 49608, 'label': 'SOFTWARE', 'start_offset': 54, 'end_offset': 81}]",[],[]
3775, WildFire and Cortex XDR categorize all samples of supported file types as malware.,"[{'id': 49609, 'label': 'SOFTWARE', 'start_offset': 1, 'end_offset': 9}
 {'id': 49610, 'label': 'SOFTWARE', 'start_offset': 14, 'end_offset': 24}]",[],[]
3776," Additionally, all encountered URLs have been flagged as malware within PAN-DB, the Advanced URL Filtering URL database.",[],[],[]
3777," If you think you may have been compromised or have an urgent matter, get in touch with the Unit 42 Incident Response team or call:  As further information or detections are put into place, Palo Alto Networks will update this publication accordingly.","[{'id': 49611, 'label': 'identity', 'start_offset': 92, 'end_offset': 122}
 {'id': 49612, 'label': 'identity', 'start_offset': 190, 'end_offset': 208}]",[],[]
3778," Palo Alto Networks has shared these findings, including file samples and indicators of compromise, with our fellow Cyber Threat Alliance members.","[{'id': 49616, 'label': 'identity', 'start_offset': 116, 'end_offset': 145}
 {'id': 49613, 'label': 'identity', 'start_offset': 1, 'end_offset': 19}]",[],[]
3779,CTA members use this intelligence to rapidly deploy protections to their customers and to systematically disrupt malicious cyber actors.,"[{'id': 49615, 'label': 'identity', 'start_offset': 0, 'end_offset': 11}]",[],[]
3780,Learn more about the Cyber Threat Alliance.,"[{'id': 49617, 'label': 'identity', 'start_offset': 21, 'end_offset': 42}]",[],[]
3781, Mirai/Gafgyt dropper scripts or variants  Perl Shellbot  Coinminer activity  Webshell downloads (full injected command)  Callback/Scanning activity  Direct Download exploits where payloads were no longer live at the time of analysis:  Sample hashes  801b23bffa65facee1da69bc6f72f8e1e4e1aeefc63dfd3a99b238d4f9d0a637 6d403c3fc246d6d493a6f4acc18c1c292f710db6ad9c3ea2ff065595c5ad3c5b 940a674cfe8179b2b8964bf408037e0e5a5ab7e47354fe4fa7a9289732e1f1b8 fdc94d0dedf6e53dd435d2b5eacb4c34923fadee50529db6f3de38c71f325e05 85143ecc41fb6aadd822ed2d6f20c721a83ae1088f406f29b8b0b05459053a03  bot.v 0b4b25fab4c922e752e689111f38957e0402fd83f6b1d69e8f43c6f4b68fc1ba C2 server : 5[.]39.217.212:80,"[{'id': 11449, 'label': 'malware', 'start_offset': 58, 'end_offset': 67}
 {'id': 11452, 'label': 'SHA2', 'start_offset': 251, 'end_offset': 315}
 {'id': 11453, 'label': 'SHA2', 'start_offset': 316, 'end_offset': 380}
 {'id': 11454, 'label': 'SHA2', 'start_offset': 381, 'end_offset': 445}
 {'id': 11455, 'label': 'SHA2', 'start_offset': 446, 'end_offset': 510}
 {'id': 11456, 'label': 'SHA2', 'start_offset': 511, 'end_offset': 575}
 {'id': 11457, 'label': 'SHA2', 'start_offset': 583, 'end_offset': 647}
 {'id': 49619, 'label': 'IPV4', 'start_offset': 660, 'end_offset': 677}
 {'id': 49620, 'label': 'malware', 'start_offset': 1, 'end_offset': 21}]","[{'id': 845, 'from_id': 11453, 'to_id': 49620, 'type': 'indicates'}
 {'id': 844, 'from_id': 11452, 'to_id': 49620, 'type': 'indicates'}
 {'id': 846, 'from_id': 11454, 'to_id': 49620, 'type': 'indicates'}
 {'id': 847, 'from_id': 11455, 'to_id': 49620, 'type': 'indicates'}
 {'id': 848, 'from_id': 11456, 'to_id': 49620, 'type': 'indicates'}
 {'id': 849, 'from_id': 11457, 'to_id': 49620, 'type': 'indicates'}
 {'id': 850, 'from_id': 49620, 'to_id': 49619, 'type': 'communicates-with'}]",[]
3782,Channel : #vcenter getsome  bot.redis 48628ca95608a015f47506eb1dc6fad0cd04a4cf5d44fdb8f10255fe0aa3c29b C2 server : 64[.]32.6.143:80,"[{'id': 11458, 'label': 'SHA2', 'start_offset': 38, 'end_offset': 102}
 {'id': 49621, 'label': 'IPV4', 'start_offset': 115, 'end_offset': 131}]",[],[]
3783,Channel : #redis getsome  botVNC c399b56e1baf063ca2c8aadbbe4a2b58141916aac8ef790a9c29762ed1956bd5 C2 server : 5[.]39.217.212:80,"[{'id': 11459, 'label': 'SHA2', 'start_offset': 33, 'end_offset': 97}
 {'id': 49622, 'label': 'IPV4', 'start_offset': 110, 'end_offset': 127}]",[],[]
3784,"Channel : #D getsome  7e29615126585b9f87ded09cfae4724bb5d7896c7daf2adfcef775924549e49b  099ac2f3e10346dbef472b2a7b443ebfe1f6011a9a2518a54c20aad07fe9ec61  Updated May 23, 2022, at 1 p.m. PT.   Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!  Please mark, I'm not a robot!  By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.  ","[{'id': 11461, 'label': 'SHA2', 'start_offset': 88, 'end_offset': 152}
 {'id': 11460, 'label': 'SHA2', 'start_offset': 22, 'end_offset': 86}
 {'id': 49623, 'label': 'TIME', 'start_offset': 162, 'end_offset': 189}]",[],[]
3785,Additional resources https://www.zerodayinitiative.com/about https://www.zerodayinitiative.com/blog      Tags,"[{'id': 11467, 'label': 'URL', 'start_offset': 21, 'end_offset': 60}
 {'id': 49624, 'label': 'URL', 'start_offset': 61, 'end_offset': 99}]",[],[]
3786, Latest News | Exploits & Vulnerabilities | Cyber Threats | Connected Car | APT & Targeted Attacks | Endpoints | IoT | Video,[],[],[]
3787,Trend Micro discovered the ChessMaster campaign back in July 2017 as part of our monitoring efforts to protect our customers.,"[{'id': 49626, 'label': 'identity', 'start_offset': 0, 'end_offset': 11}
 {'id': 49627, 'label': 'campaign', 'start_offset': 27, 'end_offset': 47}
 {'id': 49625, 'label': 'TIME', 'start_offset': 56, 'end_offset': 65}]",[],[]
3788,"At the time, we found ChessMaster targeting different sectors from the academe to media and government agencies in Japan.","[{'id': 49628, 'label': 'campaign', 'start_offset': 22, 'end_offset': 33}
 {'id': 49629, 'label': 'identity', 'start_offset': 71, 'end_offset': 111}
 {'id': 49630, 'label': 'location', 'start_offset': 115, 'end_offset': 120}]","[{'id': 851, 'from_id': 49628, 'to_id': 49629, 'type': 'targets'}
 {'id': 852, 'from_id': 49629, 'to_id': 49630, 'type': 'located-at'}]",[]
3789,The threat group used a variety of attack tools and techniques to spy on their target organizations.,[],[],[]
3790," Back then, we noted that ChessMaster's sophisticated nature implied that the campaign could evolve, before finding changes in the tools and tactics used in the campaign a few months later.","[{'id': 49631, 'label': 'campaign', 'start_offset': 26, 'end_offset': 37}]",[],[]
3791," While the original campaign was comprehensive and used remote access Trojans (RATs) such as ChChes and RedLeaves, this new campaign used a new backdoor (Detected by Trend Micro as BKDR_ANEL.ZKEI) that leverages the CVE-2017-8759 vulnerability for its cyberespionage activities.","[{'id': 49632, 'label': 'malware', 'start_offset': 93, 'end_offset': 99}
 {'id': 49633, 'label': 'malware', 'start_offset': 104, 'end_offset': 113}
 {'id': 49634, 'label': 'malware', 'start_offset': 181, 'end_offset': 195}
 {'id': 49636, 'label': 'identity', 'start_offset': 166, 'end_offset': 177}
 {'id': 49635, 'label': 'vulnerability', 'start_offset': 216, 'end_offset': 229}]","[{'id': 853, 'from_id': 49634, 'to_id': 49635, 'type': 'exploits'}]",[]
3792,"In this blog post, we analyze ChessMaster's current status, including the updated tools in its arsenal — with a particular focus on the evolution of ANEL and how it is used in the campaign.","[{'id': 49638, 'label': 'malware', 'start_offset': 149, 'end_offset': 153}
 {'id': 49637, 'label': 'campaign', 'start_offset': 30, 'end_offset': 41}]",[],[]
3793,   July ChessMaster Campaign November ChessMaster Campaign Current ChessMaster Campaign,"[{'id': 49639, 'label': 'campaign', 'start_offset': 8, 'end_offset': 19}
 {'id': 49642, 'label': 'campaign', 'start_offset': 38, 'end_offset': 49}
 {'id': 49643, 'label': 'campaign', 'start_offset': 67, 'end_offset': 78}
 {'id': 49640, 'label': 'TIME', 'start_offset': 3, 'end_offset': 7}
 {'id': 49641, 'label': 'TIME', 'start_offset': 29, 'end_offset': 37}]",[],[]
3794," Point of Entry  Spear-phishing emails containing decoy documents Malicious shortcut (LNK) files and PowerShell Self-extracting archive (SFX) Runtime packers    Spear-phishing emails containing decoy documents exploiting CVE-2017-8759    Spear-phishing emails containing decoy documents exploiting  CVE-2017-11882, DDEAUTO, Microsoft Office Frameset and Link auto update   Notable Tools  Hacking Tools Second-stage payloads    Koadic Hacking Tools Second-stage payloads    Koadic Hacking Tools Second-stage payloads   Backdoor  ChChes    ANEL    ANEL     Technical Analysis  Figure 1.","[{'id': 49644, 'label': 'attack-pattern', 'start_offset': 17, 'end_offset': 31}
 {'id': 49645, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 65}
 {'id': 49650, 'label': 'attack-pattern', 'start_offset': 238, 'end_offset': 252}
 {'id': 49647, 'label': 'attack-pattern', 'start_offset': 101, 'end_offset': 157}
 {'id': 49648, 'label': 'attack-pattern', 'start_offset': 161, 'end_offset': 175}
 {'id': 49649, 'label': 'vulnerability', 'start_offset': 221, 'end_offset': 234}
 {'id': 49651, 'label': 'vulnerability', 'start_offset': 299, 'end_offset': 313}
 {'id': 49652, 'label': 'attack-pattern', 'start_offset': 271, 'end_offset': 286}
 {'id': 49654, 'label': 'malware', 'start_offset': 473, 'end_offset': 479}
 {'id': 49655, 'label': 'malware', 'start_offset': 528, 'end_offset': 534}
 {'id': 49656, 'label': 'malware', 'start_offset': 538, 'end_offset': 542}
 {'id': 49657, 'label': 'malware', 'start_offset': 546, 'end_offset': 550}
 {'id': 49653, 'label': 'malware', 'start_offset': 427, 'end_offset': 433}]",[],[]
3795,Infection Chain for the current ChessMaster campaign,"[{'id': 49658, 'label': 'malware', 'start_offset': 32, 'end_offset': 43}]",[],[]
3796,"ChessMaster’s current iteration starts off with the familiar phishing attacks seen in the earlier campaigns that involved the use of an email with an attached malicious document using the doc, docx, rtf, csv and msg formats.","[{'id': 49659, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}
 {'id': 49660, 'label': 'attack-pattern', 'start_offset': 61, 'end_offset': 77}]",[],[]
3797,"The email title and attached file name were written in Japanese and contain general business, political, and economy-themed phrases such as  世界経済(World economy) 経済政策(economic policy) 予算概算要求(budget estimation request) 日米対話(Japan-US dialogue) 安倍再任(re-appointment of Prime Minister Abe) 連絡網(contact network) 職員採用案(staff recruitment plan) 会議(meeting)  However, there is a change in the exploit document.",[],[],[]
