rule_id,rule_name,rule_text,category,label,severity,target_os,hash
R347,SilentTriton,"rule SilentTriton { meta: description = ""Detects Silent Triton APT activity"" author = ""CyberSecTeam"" date = ""2028-11-20"" strings: $s1 = ""silenttriton"" nocase $s2 = ""trisis"" condition: $s1 or $s2 }",Trojan,malicious,critical,['Windows'],i7j8k9l0m1n2o3p4q5r6
R348,Benign_NotepadPlusPlus,"rule Benign_NotepadPlusPlus { meta: description = ""Detects Notepad++ text editor"" author = ""CyberSecTeam"" date = ""2028-11-25"" strings: $s1 = ""notepad++.exe"" nocase $s2 = ""notepad-plus-plus.org"" condition: $s1 and $s2 }",Benign,benign,none,['Windows'],j8k9l0m1n2o3p4q5r6s7
R349,BlueTermite,"rule BlueTermite { meta: description = ""Detects Blue Termite APT activity"" author = ""CyberSecTeam"" date = ""2028-11-30"" strings: $s1 = ""bluetermite"" nocase $s2 = ""emdivi"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],k9l0m1n2o3p4q5r6s7t8
R350,Benign_Gedit,"rule Benign_Gedit { meta: description = ""Detects Gedit text editor"" author = ""CyberSecTeam"" date = ""2028-12-01"" strings: $s1 = ""gedit"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],l0m1n2o3p4q5r6s7t8u9
R351,DarkCaracal,"rule DarkCaracal { meta: description = ""Detects Dark Caracal APT activity"" author = ""CyberSecTeam"" date = ""2028-12-05"" strings: $s1 = ""darkcaracal"" nocase $s2 = ""pallas"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],m1n2o3p4q5r6s7t8u9v0
R352,Benign_KWrite,"rule Benign_KWrite { meta: description = ""Detects KWrite text editor"" author = ""CyberSecTeam"" date = ""2028-12-10"" strings: $s1 = ""kwrite"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],n2o3p4q5r6s7t8u9v0w1
R353,ShadowPad,"rule ShadowPad { meta: description = ""Detects ShadowPad APT activity"" author = ""CyberSecTeam"" date = ""2028-12-15"" strings: $s1 = ""shadowpad"" nocase $s2 = ""backdoor_x"" condition: $s1 or $s2 }",Backdoor,malicious,high,['Windows'],o3p4q5r6s7t8u9v0w1x2
R354,Benign_LibreOffice,"rule Benign_LibreOffice { meta: description = ""Detects LibreOffice suite"" author = ""CyberSecTeam"" date = ""2028-12-20"" strings: $s1 = ""libreoffice"" nocase $s2 = ""libreoffice.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",p4q5r6s7t8u9v0w1x2y3
R355,Promethium,"rule Promethium { meta: description = ""Detects Promethium APT activity"" author = ""CyberSecTeam"" date = ""2028-12-25"" strings: $s1 = ""promethium"" nocase $s2 = ""strongpity"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],q5r6s7t8u9v0w1x2y3z4
R356,Benign_OpenOffice,"rule Benign_OpenOffice { meta: description = ""Detects Apache OpenOffice suite"" author = ""CyberSecTeam"" date = ""2028-12-30"" strings: $s1 = ""openoffice"" nocase $s2 = ""openoffice.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",r6s7t8u9v0w1x2y3z4a5
R357,TransparentTribe2,"rule TransparentTribe2 { meta: description = ""Detects Transparent Tribe APT variant"" author = ""CyberSecTeam"" date = ""2029-01-01"" strings: $s1 = ""transparenttribe2"" nocase $s2 = ""oblique_rat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],s7t8u9v0w1x2y3z4a5b6
R358,Benign_KOffice,"rule Benign_KOffice { meta: description = ""Detects KOffice suite"" author = ""CyberSecTeam"" date = ""2029-01-05"" strings: $s1 = ""koffice"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],t8u9v0w1x2y3z4a5b6c7
R359,Winnti2,"rule Winnti2 { meta: description = ""Detects Winnti Group APT variant"" author = ""CyberSecTeam"" date = ""2029-01-10"" strings: $s1 = ""winnti2"" nocase $s2 = ""shadowpad"" condition: $s1 or $s2 }",Backdoor,malicious,high,['Windows'],u9v0w1x2y3z4a5b6c7d8
R360,Benign_Calligra,"rule Benign_Calligra { meta: description = ""Detects Calligra office suite"" author = ""CyberSecTeam"" date = ""2029-01-15"" strings: $s1 = ""calligra"" nocase $s2 = ""calligra.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],v0w1x2y3z4a5b6c7d8e9
R361,MustangPanda2,"rule MustangPanda2 { meta: description = ""Detects Mustang Panda APT variant"" author = ""CyberSecTeam"" date = ""2029-01-20"" strings: $s1 = ""mustangpanda2"" nocase $s2 = ""reddelta"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],w1x2y3z4a5b6c7d8e9f0
R362,Benign_Evince,"rule Benign_Evince { meta: description = ""Detects Evince document viewer"" author = ""CyberSecTeam"" date = ""2029-01-25"" strings: $s1 = ""evince"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],x2y3z4a5b6c7d8e9f0g1
R363,Hafnium2,"rule Hafnium2 { meta: description = ""Detects Hafnium APT variant"" author = ""CyberSecTeam"" date = ""2029-01-30"" strings: $s1 = ""hafnium2"" nocase $s2 = ""exchange_exploit"" condition: $s1 or $s2 }",Exploit,malicious,critical,['Windows'],y3z4a5b6c7d8e9f0g1h2
R364,Benign_Atril,"rule Benign_Atril { meta: description = ""Detects Atril document viewer"" author = ""CyberSecTeam"" date = ""2029-02-01"" strings: $s1 = ""atril"" nocase $s2 = ""mate-desktop.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],z4a5b6c7d8e9f0g1h2i3
R365,BlackTech2,"rule BlackTech2 { meta: description = ""Detects BlackTech APT variant"" author = ""CyberSecTeam"" date = ""2029-02-05"" strings: $s1 = ""blacktech2"" nocase $s2 = ""plead"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],a5b6c7d8e9f0g1h2i3j4
R366,Benign_Xreader,"rule Benign_Xreader { meta: description = ""Detects Xreader document viewer"" author = ""CyberSecTeam"" date = ""2029-02-10"" strings: $s1 = ""xreader"" nocase $s2 = ""linuxmint.com"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],b6c7d8e9f0g1h2i3j4k5
R367,DarkSide2,"rule DarkSide2 { meta: description = ""Detects DarkSide ransomware variant"" author = ""CyberSecTeam"" date = ""2029-02-15"" strings: $s1 = ""darkside2"" nocase $s2 = ""ransom_encrypt_v2"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],c7d8e9f0g1h2i3j4k5l6
R368,Benign_Firefox,"rule Benign_Firefox { meta: description = ""Detects Firefox browser"" author = ""CyberSecTeam"" date = ""2029-02-20"" strings: $s1 = ""firefox.exe"" nocase $s2 = ""mozilla.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",d8e9f0g1h2i3j4k5l6m7
R369,MagicHound2,"rule MagicHound2 { meta: description = ""Detects Magic Hound APT variant"" author = ""CyberSecTeam"" date = ""2029-02-25"" strings: $s1 = ""magichound2"" nocase $s2 = ""pupy_rat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],e9f0g1h2i3j4k5l6m7n8
R370,Benign_Chrome,"rule Benign_Chrome { meta: description = ""Detects Google Chrome browser"" author = ""CyberSecTeam"" date = ""2029-03-01"" strings: $s1 = ""chrome.exe"" nocase $s2 = ""google.com"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",f0g1h2i3j4k5l6m7n8o9
R371,FoxKitten2,"rule FoxKitten2 { meta: description = ""Detects Fox Kitten APT variant"" author = ""CyberSecTeam"" date = ""2029-03-05"" strings: $s1 = ""foxkitten2"" nocase $s2 = ""tunnelrat"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],g1h2i3j4k5l6m7n8o9p0
R372,Benign_Edge,"rule Benign_Edge { meta: description = ""Detects Microsoft Edge browser"" author = ""CyberSecTeam"" date = ""2029-03-10"" strings: $s1 = ""msedge.exe"" nocase $s2 = ""microsoft.com"" condition: $s1 and $s2 }",Benign,benign,none,['Windows'],h2i3j4k5l6m7n8o9p0q1
R373,RedDelta2,"rule RedDelta2 { meta: description = ""Detects Red Delta APT variant"" author = ""CyberSecTeam"" date = ""2029-03-15"" strings: $s1 = ""reddelta2"" nocase $s2 = ""plugx_v2"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],i3j4k5l6m7n8o9p0q1r2
R374,Benign_Safari,"rule Benign_Safari { meta: description = ""Detects Safari browser"" author = ""CyberSecTeam"" date = ""2029-03-20"" strings: $s1 = ""safari"" nocase $s2 = ""apple.com"" condition: $s1 and $s2 }",Benign,benign,none,['Windows'],j4k5l6m7n8o9p0q1r2s3
R375,VoltTyphoon2,"rule VoltTyphoon2 { meta: description = ""Detects Volt Typhoon APT variant"" author = ""CyberSecTeam"" date = ""2029-03-25"" strings: $s1 = ""volttyphoon2"" nocase $s2 = ""bronzebutler_v2"" condition: $s1 or $s2 }",Trojan,malicious,critical,"['Windows', 'Linux']",k5l6m7n8o9p0q1r2s3t4
R376,Benign_Thunderbird,"rule Benign_Thunderbird { meta: description = ""Detects Thunderbird email client"" author = ""CyberSecTeam"" date = ""2029-03-30"" strings: $s1 = ""thunderbird.exe"" nocase $s2 = ""mozilla.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",l6m7n8o9p0q1r2s3t4u5
R377,IronTiger2,"rule IronTiger2 { meta: description = ""Detects Iron Tiger APT variant"" author = ""CyberSecTeam"" date = ""2029-04-01"" strings: $s1 = ""irontiger2"" nocase $s2 = ""poisonivy_v2"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],m7n8o9p0q1r2s3t4u5v6
R378,Benign_Evolution,"rule Benign_Evolution { meta: description = ""Detects Evolution email client"" author = ""CyberSecTeam"" date = ""2029-04-05"" strings: $s1 = ""evolution"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],n8o9p0q1r2s3t4u5v6w7
R379,BlueMockingbird2,"rule BlueMockingbird2 { meta: description = ""Detects Blue Mockingbird APT variant"" author = ""CyberSecTeam"" date = ""2029-04-10"" strings: $s1 = ""bluemockingbird2"" nocase $s2 = ""xmrig_miner_v2"" condition: $s1 or $s2 }",Cryptominer,malicious,high,"['Windows', 'Linux']",o9p0q1r2s3t4u5v6w7x8
R380,Benign_Geary,"rule Benign_Geary { meta: description = ""Detects Geary email client"" author = ""CyberSecTeam"" date = ""2029-04-15"" strings: $s1 = ""geary"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],p0q1r2s3t4u5v6w7x8y9
R381,SideWinder2,"rule SideWinder2 { meta: description = ""Detects SideWinder APT variant"" author = ""CyberSecTeam"" date = ""2029-04-20"" strings: $s1 = ""sidewinder2"" nocase $s2 = ""rattlesnake"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],q1r2s3t4u5v6w7x8y9z0
R382,Benign_KMail,"rule Benign_KMail { meta: description = ""Detects KMail email client"" author = ""CyberSecTeam"" date = ""2029-04-25"" strings: $s1 = ""kmail"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],r2s3t4u5v6w7x8y9z0a1
R383,Ke3chang2,"rule Ke3chang2 { meta: description = ""Detects Ke3chang APT variant"" author = ""CyberSecTeam"" date = ""2029-04-30"" strings: $s1 = ""ke3chang2"" nocase $s2 = ""tidepool"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],s3t4u5v6w7x8y9z0a1b2
R384,Benign_ClawsMail,"rule Benign_ClawsMail { meta: description = ""Detects Claws Mail client"" author = ""CyberSecTeam"" date = ""2029-05-01"" strings: $s1 = ""claws-mail"" nocase $s2 = ""claws-mail.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",t4u5v6w7x8y9z0a1b2c3
R385,OceanLotus2,"rule OceanLotus2 { meta: description = ""Detects OceanLotus APT variant"" author = ""CyberSecTeam"" date = ""2029-05-05"" strings: $s1 = ""oceanlotus2"" nocase $s2 = ""denis"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],u5v6w7x8y9z0a1b2c3d4
R386,Benign_Audacity,"rule Benign_Audacity { meta: description = ""Detects Audacity audio editor"" author = ""CyberSecTeam"" date = ""2029-05-10"" strings: $s1 = ""audacity.exe"" nocase $s2 = ""audacityteam.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",v6w7x8y9z0a1b2c3d4e5
R387,Platinum2,"rule Platinum2 { meta: description = ""Detects Platinum APT variant"" author = ""CyberSecTeam"" date = ""2029-05-15"" strings: $s1 = ""platinum2"" nocase $s2 = ""hrat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],w7x8y9z0a1b2c3d4e5f6
R388,Benign_Inkscape,"rule Benign_Inkscape { meta: description = ""Detects Inkscape vector editor"" author = ""CyberSecTeam"" date = ""2029-05-20"" strings: $s1 = ""inkscape.exe"" nocase $s2 = ""inkscape.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",x8y9z0a1b2c3d4e5f6g7
R389,DarkHydrus2,"rule DarkHydrus2 { meta: description = ""Detects DarkHydrus APT variant"" author = ""CyberSecTeam"" date = ""2029-05-25"" strings: $s1 = ""darkhydrus2"" nocase $s2 = ""roguewave"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],y9z0a1b2c3d4e5f6g7h8
R390,Benign_Blender,"rule Benign_Blender { meta: description = ""Detects Blender 3D modeling software"" author = ""CyberSecTeam"" date = ""2029-05-30"" strings: $s1 = ""blender.exe"" nocase $s2 = ""blender.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",z0a1b2c3d4e5f6g7h8i9
R391,Gallium2,"rule Gallium2 { meta: description = ""Detects Gallium APT variant"" author = ""CyberSecTeam"" date = ""2029-06-01"" strings: $s1 = ""gallium2"" nocase $s2 = ""pingpull"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],a1b2c3d4e5f6g7h8i9j0
R392,Benign_Kdenlive,"rule Benign_Kdenlive { meta: description = ""Detects Kdenlive video editor"" author = ""CyberSecTeam"" date = ""2029-06-05"" strings: $s1 = ""kdenlive"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],b2c3d4e5f6g7h8i9j0k1
R393,Hexane2,"rule Hexane2 { meta: description = ""Detects Hexane APT variant"" author = ""CyberSecTeam"" date = ""2029-06-10"" strings: $s1 = ""hexane2"" nocase $s2 = ""lyceum"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],c3d4e5f6g7h8i9j0k1l2
R394,Benign_Shotcut,"rule Benign_Shotcut { meta: description = ""Detects Shotcut video editor"" author = ""CyberSecTeam"" date = ""2029-06-15"" strings: $s1 = ""shotcut.exe"" nocase $s2 = ""shotcut.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",d4e5f6g7h8i9j0k1l2m3
R395,IndrikSpider2,"rule IndrikSpider2 { meta: description = ""Detects Indrik Spider APT variant"" author = ""CyberSecTeam"" date = ""2029-06-20"" strings: $s1 = ""indrikspider2"" nocase $s2 = ""bitpaymer"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],e5f6g7h8i9j0k1l2m3n4
R396,Benign_OpenShot,"rule Benign_OpenShot { meta: description = ""Detects OpenShot video editor"" author = ""CyberSecTeam"" date = ""2029-06-25"" strings: $s1 = ""openshot"" nocase $s2 = ""openshot.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",f6g7h8i9j0k1l2m3n4o5
R397,Leviathan2,"rule Leviathan2 { meta: description = ""Detects Leviathan APT variant"" author = ""CyberSecTeam"" date = ""2029-06-30"" strings: $s1 = ""leviathan2"" nocase $s2 = ""orca_rat"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],g7h8i9j0k1l2m3n4o5p6
R398,Benign_Flowblade,"rule Benign_Flowblade { meta: description = ""Detects Flowblade video editor"" author = ""CyberSecTeam"" date = ""2029-07-01"" strings: $s1 = ""flowblade"" nocase $s2 = ""github.com/jliljebl/flowblade"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],h8i9j0k1l2m3n4o5p6q7
R399,Machete2,"rule Machete2 { meta: description = ""Detects Machete APT variant"" author = ""CyberSecTeam"" date = ""2029-07-05"" strings: $s1 = ""machete2"" nocase $s2 = ""pyrat"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],i9j0k1l2m3n4o5p6q7r8
R400,Benign_Pitivi,"rule Benign_Pitivi { meta: description = ""Detects Pitivi video editor"" author = ""CyberSecTeam"" date = ""2029-07-10"" strings: $s1 = ""pitivi"" nocase $s2 = ""pitivi.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],j0k1l2m3n4o5p6q7r8s9
R401,ScarletMimic2,"rule ScarletMimic2 { meta: description = ""Detects Scarlet Mimic APT variant"" author = ""CyberSecTeam"" date = ""2029-07-15"" strings: $s1 = ""scarletmimic2"" nocase $s2 = ""fake_m"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],k1l2m3n4o5p6q7r8s9t0
R402,Benign_VLC,"rule Benign_VLC { meta: description = ""Detects VLC media player"" author = ""CyberSecTeam"" date = ""2029-07-20"" strings: $s1 = ""vlc.exe"" nocase $s2 = ""videolan.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",l2m3n4o5p6q7r8s9t0u1
R403,StonePanda2,"rule StonePanda2 { meta: description = ""Detects Stone Panda APT variant"" author = ""CyberSecTeam"" date = ""2029-07-25"" strings: $s1 = ""stonepanda2"" nocase $s2 = ""china_chopper"" condition: $s1 or $s2 }",Webshell,malicious,high,"['Windows', 'Linux']",m3n4o5p6q7r8s9t0u1v2
R404,Benign_MPV,"rule Benign_MPV { meta: description = ""Detects MPV media player"" author = ""CyberSecTeam"" date = ""2029-07-30"" strings: $s1 = ""mpv"" nocase $s2 = ""mpv.io"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",n4o5p6q7r8s9t0u1v2w3
R405,TempestPanda2,"rule TempestPanda2 { meta: description = ""Detects Tempest Panda APT variant"" author = ""CyberSecTeam"" date = ""2029-08-01"" strings: $s1 = ""temppanda2"" nocase $s2 = ""luckycat"" condition: $s1 or $s2 }",Trojan,malicious,high,['Windows'],o5p6q7r8s9t0u1v2w3x4
R406,Benign_Rhythmbox,"rule Benign_Rhythmbox { meta: description = ""Detects Rhythmbox music player"" author = ""CyberSecTeam"" date = ""2029-08-05"" strings: $s1 = ""rhythmbox"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],p6q7r8s9t0u1v2w3x4y5
R407,ViperSoftX2,"rule ViperSoftX2 { meta: description = ""Detects ViperSoftX malware variant"" author = ""CyberSecTeam"" date = ""2029-08-10"" strings: $s1 = ""vipersoftx2"" nocase $s2 = ""stealer_x"" condition: $s1 or $s2 }",Stealer,malicious,high,['Windows'],q7r8s9t0u1v2w3x4y5z6
R408,Benign_Banshee,"rule Benign_Banshee { meta: description = ""Detects Banshee media player"" author = ""CyberSecTeam"" date = ""2029-08-15"" strings: $s1 = ""banshee"" nocase $s2 = ""banshee.fm"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],r8s9t0u1v2w3x4y5z6a7
R409,RaccoonStealer2,"rule RaccoonStealer2 { meta: description = ""Detects Raccoon Stealer variant"" author = ""CyberSecTeam"" date = ""2029-08-20"" strings: $s1 = ""raccoonstealer2"" nocase $s2 = ""infosteal_v2"" condition: $s1 or $s2 }",Stealer,malicious,high,['Windows'],s9t0u1v2w3x4y5z6a7b8
R410,Benign_Clementine,"rule Benign_Clementine { meta: description = ""Detects Clementine music player"" author = ""CyberSecTeam"" date = ""2029-08-25"" strings: $s1 = ""clementine"" nocase $s2 = ""clementine-player.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",t0u1v2w3x4y5z6a7b8c9
R411,QakBot2,"rule QakBot2 { meta: description = ""Detects QakBot malware variant"" author = ""CyberSecTeam"" date = ""2029-08-30"" strings: $s1 = ""qakbot2"" nocase $s2 = ""pinkslipbot"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],u1v2w3x4y5z6a7b8c9d0
R412,Benign_Amarok,"rule Benign_Amarok { meta: description = ""Detects Amarok music player"" author = ""CyberSecTeam"" date = ""2029-09-01"" strings: $s1 = ""amarok"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],v2w3x4y5z6a7b8c9d0e1
R413,IcedID2,"rule IcedID2 { meta: description = ""Detects IcedID malware variant"" author = ""CyberSecTeam"" date = ""2029-09-05"" strings: $s1 = ""icedid2"" nocase $s2 = ""bokbot_v2"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],w3x4y5z6a7b8c9d0e1f2
R414,Benign_Totem,"rule Benign_Totem { meta: description = ""Detects Totem media player"" author = ""CyberSecTeam"" date = ""2029-09-10"" strings: $s1 = ""totem"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],x4y5z6a7b8c9d0e1f2g3
R415,Dridex2,"rule Dridex2 { meta: description = ""Detects Dridex malware variant"" author = ""CyberSecTeam"" date = ""2029-09-15"" strings: $s1 = ""dridex2"" nocase $s2 = ""cridex_v2"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],y5z6a7b8c9d0e1f2g3h4
R416,Benign_Parole,"rule Benign_Parole { meta: description = ""Detects Parole media player"" author = ""CyberSecTeam"" date = ""2029-09-20"" strings: $s1 = ""parole"" nocase $s2 = ""xfce.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],z6a7b8c9d0e1f2g3h4i5
R417,Emotet2,"rule Emotet2 { meta: description = ""Detects Emotet malware variant"" author = ""CyberSecTeam"" date = ""2029-09-25"" strings: $s1 = ""emotet2"" nocase $s2 = ""heodo_v2"" condition: $s1 or $s2 }",Loader,malicious,high,['Windows'],a7b8c9d0e1f2g3h4i5j6
R418,Benign_SMPlayer,"rule Benign_SMPlayer { meta: description = ""Detects SMPlayer media player"" author = ""CyberSecTeam"" date = ""2029-09-30"" strings: $s1 = ""smplayer"" nocase $s2 = ""smplayer.info"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",b8c9d0e1f2g3h4i5j6k7
R419,TrickBot2,"rule TrickBot2 { meta: description = ""Detects TrickBot malware variant"" author = ""CyberSecTeam"" date = ""2029-10-01"" strings: $s1 = ""trickbot2"" nocase $s2 = ""anchor_v2"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],c9d0e1f2g3h4i5j6k7l8
R420,Benign_Kodi,"rule Benign_Kodi { meta: description = ""Detects Kodi media center"" author = ""CyberSecTeam"" date = ""2029-10-05"" strings: $s1 = ""kodi.exe"" nocase $s2 = ""kodi.tv"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",d0e1f2g3h4i5j6k7l8m9
R421,ZLoader2,"rule ZLoader2 { meta: description = ""Detects ZLoader malware variant"" author = ""CyberSecTeam"" date = ""2029-10-10"" strings: $s1 = ""zloader2"" nocase $s2 = ""zeus_v2"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],e1f2g3h4i5j6k7l8m9n0
R422,Benign_Plex,"rule Benign_Plex { meta: description = ""Detects Plex media server"" author = ""CyberSecTeam"" date = ""2029-10-15"" strings: $s1 = ""plex"" nocase $s2 = ""plex.tv"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",f2g3h4i5j6k7l8m9n0o1
R423,BazarLoader2,"rule BazarLoader2 { meta: description = ""Detects BazarLoader variant"" author = ""CyberSecTeam"" date = ""2029-10-20"" strings: $s1 = ""bazarloader2"" nocase $s2 = ""team9"" condition: $s1 or $s2 }",Loader,malicious,high,['Windows'],g3h4i5j6k7l8m9n0o1p2
R424,Benign_GnomeMusic,"rule Benign_GnomeMusic { meta: description = ""Detects GNOME Music player"" author = ""CyberSecTeam"" date = ""2029-10-25"" strings: $s1 = ""gnome-music"" nocase $s2 = ""gnome.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],h4i5j6k7l8m9n0o1p2q3
R425,Gozi2,"rule Gozi2 { meta: description = ""Detects Gozi malware variant"" author = ""CyberSecTeam"" date = ""2029-10-30"" strings: $s1 = ""gozi2"" nocase $s2 = ""ursnif_v2"" condition: $s1 or $s2 }",Banker,malicious,high,['Windows'],i5j6k7l8m9n0o1p2q3r4
R426,Benign_Lollypop,"rule Benign_Lollypop { meta: description = ""Detects Lollypop music player"" author = ""CyberSecTeam"" date = ""2029-11-01"" strings: $s1 = ""lollypop"" nocase $s2 = ""org.gnome.lollypop"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],j6k7l8m9n0o1p2q3r4s5
R427,FormBook2,"rule FormBook2 { meta: description = ""Detects FormBook malware variant"" author = ""CyberSecTeam"" date = ""2029-11-05"" strings: $s1 = ""formbook2"" nocase $s2 = ""xbot"" condition: $s1 or $s2 }",Stealer,malicious,high,['Windows'],k7l8m9n0o1p2q3r4s5t6
R428,Benign_Elisa,"rule Benign_Elisa { meta: description = ""Detects Elisa music player"" author = ""CyberSecTeam"" date = ""2029-11-10"" strings: $s1 = ""elisa"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],l8m9n0o1p2q3r4s5t6u7
R429,Lokibot2,"rule Lokibot2 { meta: description = ""Detects Lokibot malware variant"" author = ""CyberSecTeam"" date = ""2029-11-15"" strings: $s1 = ""lokibot2"" nocase $s2 = ""hacked_v2"" condition: $s1 or $s2 }",Stealer,malicious,high,['Windows'],m9n0o1p2q3r4s5t6u7v8
R430,Benign_Strawberry,"rule Benign_Strawberry { meta: description = ""Detects Strawberry music player"" author = ""CyberSecTeam"" date = ""2029-11-20"" strings: $s1 = ""strawberry"" nocase $s2 = ""strawberrymusicplayer.org"" condition: $s1 and $s2 }",Benign,benign,none,"['Windows', 'Linux']",n0o1p2q3r4s5t6u7v8w9
R431,AgentTesla2,"rule AgentTesla2 { meta: description = ""Detects AgentTesla malware variant"" author = ""CyberSecTeam"" date = ""2029-11-25"" strings: $s1 = ""agenttesla2"" nocase $s2 = ""keylogger_v2"" condition: $s1 or $s2 }",Stealer,malicious,high,['Windows'],o1p2q3r4s5t6u7v8w9x0
R432,Benign_GnomeMPV,"rule Benign_GnomeMPV { meta: description = ""Detects GNOME MPV media player"" author = ""CyberSecTeam"" date = ""2029-11-30"" strings: $s1 = ""gnome-mpv"" nocase $s2 = ""gnome-mpv.github.io"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],p2q3r4s5t6u7v8w9x0y1
R433,NanoCore2,"rule NanoCore2 { meta: description = ""Detects NanoCore RAT variant"" author = ""CyberSecTeam"" date = ""2029-12-01"" strings: $s1 = ""nanocore2"" nocase $s2 = ""remote_v2"" condition: $s1 or $s2 }",RAT,malicious,high,['Windows'],q3r4s5t6u7v8w9x0y1z2
R434,Benign_Haruna,"rule Benign_Haruna { meta: description = ""Detects Haruna media player"" author = ""CyberSecTeam"" date = ""2029-12-05"" strings: $s1 = ""haruna"" nocase $s2 = ""kde.org"" condition: $s1 and $s2 }",Benign,benign,none,['Linux'],r4s5t6u7v8w9x0y1z2a3
R435,NetWalker2,"rule NetWalker2 { meta: description = ""Detects NetWalker ransomware variant"" author = ""CyberSecTeam"" date = ""2029-12-10"" strings: $s1 = ""netwalker2"" nocase $s2 = ""mailto_v2"" condition: $s1 or $s2 }",Ransomware,malicious,critical,['Windows'],s5t6u7v8w9x0y1z2a3b4
